Separation,30-Apr-21,Horror,"$4,509,143 ",
Boogie,5-Mar-21,Drama,"$4,178,620 ",
A Journal for Jordan,10-Dec-21,Drama,"$3,905,919 ",
Reminiscence,20-Aug-21,Thriller/Suspense,"$3,900,193 ",n
12 Mighty Orphans,11-Jun-21,Drama,"$3,688,723 ",
Pig,16-Jul-21,Drama,"$3,186,667 ",n
The Girl Who Believes In Mi…,2-Apr-21,Drama,"$3,163,362 ",
Voyagers,9-Apr-21,Thriller/Suspense,"$3,149,935 ",
Dream Horse,21-May-21,Drama,"$2,913,328 ",
The House Next Door: Meet t…,11-Jun-21,Comedy,"$2,893,660 ",
Here Today,7-May-21,Comedy,"$2,807,494 ",
Finding You,14-May-21,Drama,"$2,753,985 ",
Lamb,8-Oct-21,Drama,"$2,676,410 ",
The Card Counter,10-Sep-21,Thriller/Suspense,"$2,652,315 ",
Land,12-Feb-21,Drama,"$2,577,830 ",
The Eyes of Tammy Faye,17-Sep-21,Drama,"$2,404,127 ",y
Nomadland,19-Feb-21,Drama,"$2,180,000 ",
After We Fell,10-Sep-21,Drama,"$2,170,750 ",n
The Father,12-Mar-21,Drama,"$2,120,992 ",
C’mon C’mon,19-Nov-21,Drama,"$1,985,585 ",
Queen Bees,18-Jun-21,Comedy,"$1,926,706 ",
Profile,14-May-21,Thriller/Suspense,"$1,744,740 ",
Titane,1-Oct-21,Horror,"$1,442,988 ",
Together Together,23-Apr-21,Comedy,"$1,436,324 ",
Joe Bell,23-Jul-21,Drama,"$1,405,488 ",
Honsla Rakh,15-Oct-21,Comedy,"$1,319,170 ",
Wrong Turn,26-Jan-21,Horror,"$1,251,184 ",
CS Lewis: The Most Reluctan…,3-Nov-21,Drama,"$1,205,000 ",
In the Earth,16-Apr-21,Horror,"$1,113,722 ",
True To The Game 3,3-Dec-21,Thriller/Suspense,"$1,038,255 ",
Long Weekend,12-Mar-21,Romantic Comedy,"$1,018,532 ",
